source,destination,distance_km,days_to_departure,day_of_week,demand_index,price_inr
Hyderabad,Mumbai,1907.67,42,6,0.84,7324
Chennai,Mumbai,743.65,29,0,1.3,3966
Delhi,Pune,516.95,19,3,1.07,3261
Hyderabad,Kolkata,860.85,47,0,1.07,4598
Kolkata,Mumbai,1110.69,18,2,1.06,5128
Chennai,Goa,685.83,28,1,1.09,2328
Delhi,Bangalore,2436.65,17,2,1.49,18364
Kolkata,Pune,619.12,59,6,1.38,6358
Delhi,Mumbai,2373.73,5,3,0.64,7613
Delhi,Goa,1856.86,19,0,0.7,7610
Pune,Mumbai,960.71,4,6,0.75,5965
Hyderabad,Chennai,655.81,4,2,0.59,2000
Goa,Chennai,363.43,11,6,0.82,2000
Pune,Kolkata,1438.16,10,1,1.2,10514
Hyderabad,Goa,2700.88,9,5,0.86,13670
Hyderabad,Pune,2627.02,46,6,0.91,13037
Bangalore,Chennai,2882.41,72,0,1.08,13907
Hyderabad,Mumbai,581.15,57,0,1.35,4892
Hyderabad,Goa,842.81,31,1,1.13,4610
Delhi,Pune,1112.74,11,1,1.18,7122
Mumbai,Hyderabad,771.46,30,4,0.98,2000
Kolkata,Bangalore,996.22,22,4,0.8,4477
Pune,Delhi,1598.84,56,1,0.62,5456
Pune,Hyderabad,2858.48,30,1,1.0,12336
Bangalore,Chennai,1006.16,89,0,0.64,2787
Bangalore,Goa,1721.42,50,5,1.25,11100
Bangalore,Delhi,1898.42,63,5,1.17,8534
Delhi,Mumbai,1256.04,0,0,0.79,8245
Pune,Delhi,771.08,24,2,1.12,3589
Pune,Chennai,1652.31,2,3,1.06,11206
Hyderabad,Chennai,1499.93,9,2,0.85,5898
Bangalore,Kolkata,633.31,25,0,0.87,4335
Pune,Chennai,2719.02,24,5,1.05,13045
Bangalore,Goa,1430.7,3,3,1.1,10547
Chennai,Delhi,1440.12,37,1,1.26,7509
Bangalore,Pune,2793.04,11,1,1.28,21368
Chennai,Goa,1353.43,5,0,0.96,9181
Delhi,Goa,1048.96,24,1,1.01,5369
Hyderabad,Goa,2899.62,46,6,1.11,17690
Kolkata,Bangalore,1370.05,20,5,0.68,5411
Pune,Delhi,652.37,14,1,1.24,3904
Kolkata,Pune,910.91,49,6,0.68,3503
Delhi,Bangalore,2701.16,27,6,1.14,16496
Bangalore,Hyderabad,688.13,2,0,0.86,6287
Pune,Goa,1675.6,20,0,1.07,13631
Hyderabad,Delhi,1822.82,24,4,1.0,8771
Delhi,Bangalore,2421.05,15,6,0.99,15848
Chennai,Delhi,305.44,1,6,0.74,2000
Pune,Kolkata,1609.69,59,3,0.92,6556
Hyderabad,Goa,1640.14,6,5,0.56,5704
Mumbai,Bangalore,248.54,114,1,1.25,2000
Hyderabad,Mumbai,1488.6,12,6,1.07,11338
Delhi,Mumbai,2381.05,30,1,1.06,9767
Hyderabad,Goa,267.28,10,3,0.93,3191
Chennai,Mumbai,1913.82,6,0,0.5,6633
Delhi,Bangalore,2122.97,20,4,1.11,12611
Mumbai,Goa,622.61,4,1,1.22,6805
Pune,Chennai,1506.35,32,0,1.26,11814
Delhi,Mumbai,515.59,15,1,1.05,2772
Mumbai,Kolkata,580.76,12,5,1.3,3315
Chennai,Delhi,2791.35,41,1,1.25,16002
Goa,Chennai,1144.48,23,5,1.13,7127
Kolkata,Pune,1658.78,4,6,0.98,14167
Kolkata,Mumbai,2411.54,34,5,0.55,5618
Mumbai,Hyderabad,2061.79,120,1,0.84,6072
Mumbai,Pune,2505.07,6,6,0.65,15685
Goa,Pune,2414.73,49,5,0.8,7196
Chennai,Goa,2067.46,27,1,1.05,8468
Mumbai,Pune,472.07,104,0,1.08,2944
Hyderabad,Kolkata,1114.59,13,2,1.01,4944
Mumbai,Chennai,2836.24,65,6,1.06,14832
Pune,Mumbai,1382.89,13,1,0.75,5766
Kolkata,Mumbai,665.79,28,3,0.9,2000
Goa,Chennai,2613.5,0,1,1.27,23850
Delhi,Chennai,1094.42,91,1,1.14,3431
Mumbai,Bangalore,2163.36,60,0,1.0,12685
Hyderabad,Chennai,2878.45,24,6,0.88,13510
Kolkata,Hyderabad,381.67,17,5,1.03,2000
Kolkata,Chennai,2561.81,87,2,0.91,8086
Kolkata,Chennai,1415.72,3,4,1.09,10599
Delhi,Mumbai,780.21,49,5,1.07,2531
Delhi,Kolkata,1316.19,43,0,0.79,5921
Mumbai,Hyderabad,236.76,3,5,0.9,2000
Bangalore,Hyderabad,285.35,38,2,0.94,2000
Chennai,Hyderabad,318.86,18,1,1.3,2763
Hyderabad,Mumbai,2912.57,50,2,0.84,10851
Kolkata,Chennai,1040.66,48,1,1.1,5586
Mumbai,Hyderabad,1418.27,12,6,0.82,7685
Goa,Hyderabad,1402.56,8,0,1.07,11362
Hyderabad,Delhi,2999.32,48,6,1.06,18850
Pune,Bangalore,2547.33,66,3,1.04,8757
Delhi,Hyderabad,873.53,4,6,0.95,7042
Kolkata,Chennai,1361.45,3,2,0.97,7862
Delhi,Pune,526.14,17,3,0.95,2000
Kolkata,Mumbai,255.01,31,4,1.03,2885
Delhi,Pune,2201.73,42,6,0.92,9905
Mumbai,Chennai,898.01,179,0,0.95,4640
Kolkata,Hyderabad,1904.78,1,4,0.89,13242
Pune,Chennai,2393.31,22,3,0.81,6744
Chennai,Kolkata,1852.89,34,6,0.77,8720
Kolkata,Mumbai,1350.48,14,0,1.14,11317
Mumbai,Kolkata,1543.7,9,1,1.17,8273
Goa,Delhi,790.62,35,4,0.87,2000
Delhi,Hyderabad,1448.99,0,5,1.07,9762
Goa,Pune,2966.53,32,0,1.01,17169
Pune,Goa,2731.41,55,0,1.06,16464
Bangalore,Goa,2063.0,0,6,0.92,15358
Delhi,Bangalore,1234.26,36,4,0.76,3636
Pune,Delhi,2712.85,2,3,1.32,21376
Kolkata,Goa,1623.01,50,6,1.23,11769
Goa,Bangalore,1051.52,4,6,1.35,13638
Hyderabad,Kolkata,1636.81,78,4,1.53,9291
Hyderabad,Chennai,2811.02,23,0,1.06,16043
Mumbai,Kolkata,1528.06,19,0,1.06,10379
Chennai,Kolkata,1777.6,10,3,1.24,11498
Delhi,Bangalore,1630.52,20,6,0.7,6751
Goa,Kolkata,2730.67,4,5,1.0,17117
Pune,Hyderabad,1979.09,9,4,0.81,9908
Kolkata,Pune,447.62,26,0,0.96,2655
Chennai,Delhi,1565.02,33,6,0.91,6820
Hyderabad,Goa,1256.68,3,3,0.65,3998
Goa,Delhi,1019.98,1,4,1.28,8117
Kolkata,Pune,1907.51,14,1,0.91,7072
Goa,Mumbai,943.81,21,1,1.03,4435
Hyderabad,Mumbai,1280.62,5,2,0.87,6409
Goa,Bangalore,1719.34,4,4,1.5,16896
Chennai,Bangalore,1696.94,22,4,1.01,7999
Goa,Delhi,2958.03,15,1,1.33,21146
Pune,Kolkata,1812.1,16,4,1.04,9802
Delhi,Bangalore,2996.39,3,6,1.15,29047
Bangalore,Pune,2644.77,37,0,1.02,16303
Goa,Mumbai,1156.84,118,0,1.15,5929
Delhi,Kolkata,1130.86,53,0,1.16,6872
Kolkata,Pune,1045.85,4,0,0.84,6706
Mumbai,Pune,741.1,10,0,1.05,4244
Delhi,Kolkata,2315.7,19,5,1.22,15736
Kolkata,Hyderabad,1707.07,41,5,1.24,9850
Mumbai,Pune,1321.97,53,1,1.07,6598
Kolkata,Chennai,1647.52,160,6,1.03,8993
Bangalore,Kolkata,1954.45,88,4,0.74,6225
Chennai,Goa,2930.72,15,4,0.84,13029
Goa,Kolkata,1074.58,66,0,0.88,5699
Hyderabad,Pune,2047.74,3,4,1.18,17323
Bangalore,Mumbai,2565.49,45,2,1.01,12792
Mumbai,Chennai,517.49,19,3,0.97,2114
Goa,Delhi,1379.5,8,5,0.94,6635
Kolkata,Bangalore,1242.69,1,3,1.04,7862
Kolkata,Pune,580.48,22,4,1.0,2922
Goa,Chennai,2110.74,9,5,1.18,12396
Goa,Chennai,1349.29,11,3,1.0,6727
Kolkata,Bangalore,1386.05,13,6,0.77,7639
Mumbai,Hyderabad,1461.74,91,6,0.94,7211
Mumbai,Kolkata,566.4,58,2,0.99,3288
Goa,Pune,566.26,30,6,0.73,3084
Mumbai,Delhi,1310.17,12,4,0.74,7103
Mumbai,Goa,2809.36,16,6,1.05,20483
Kolkata,Delhi,2897.18,48,3,1.22,14061
Pune,Bangalore,1323.46,43,4,1.04,6291
Delhi,Bangalore,986.61,123,0,0.63,4896
Kolkata,Hyderabad,2431.27,30,0,1.43,19640
Mumbai,Delhi,1528.84,21,3,0.77,4905
Bangalore,Delhi,2648.93,5,4,1.14,19749
Mumbai,Pune,964.95,4,5,0.87,6091
Bangalore,Goa,2473.57,2,5,1.09,18584
Chennai,Hyderabad,903.44,39,3,0.88,4107
Goa,Pune,2307.17,1,4,0.78,13641
Bangalore,Chennai,2953.52,88,1,0.96,11323
Chennai,Hyderabad,1108.04,8,6,1.01,5106
Mumbai,Delhi,2092.3,16,2,0.91,8582
Pune,Bangalore,2271.35,61,6,1.07,11287
Chennai,Delhi,2817.03,125,2,1.03,8618
Pune,Hyderabad,2832.24,39,0,0.59,10055
Goa,Pune,777.58,32,5,0.79,2000
Pune,Delhi,285.97,60,4,0.71,2000
Delhi,Kolkata,1190.16,0,4,1.36,11648
Goa,Delhi,2514.76,8,5,0.97,12977
Chennai,Bangalore,2213.72,20,1,0.96,13582
Hyderabad,Pune,842.65,10,0,1.25,5556
Delhi,Hyderabad,393.55,61,3,0.84,2000
Delhi,Pune,1389.96,135,2,0.99,6966
Hyderabad,Bangalore,933.29,1,4,1.06,7877
Hyderabad,Goa,384.68,27,1,0.67,2000
Delhi,Mumbai,1997.0,31,6,0.97,10027
Delhi,Bangalore,1702.57,96,4,0.78,3353
Goa,Pune,1941.88,25,4,0.66,5468
Mumbai,Chennai,2980.98,11,4,0.89,12502
Delhi,Chennai,2551.29,34,2,0.96,10110
Delhi,Pune,2240.92,27,5,1.31,12852
Bangalore,Chennai,570.16,6,4,0.84,2155
Bangalore,Hyderabad,859.3,25,0,1.06,5521
Pune,Mumbai,1297.31,50,4,1.03,6609
Mumbai,Goa,1818.61,77,1,1.04,7474
Delhi,Mumbai,718.32,5,0,1.31,8096
Goa,Chennai,1415.12,3,0,0.72,8527
Pune,Hyderabad,1281.45,0,0,1.05,10763
Goa,Pune,460.23,1,5,1.02,4432
Hyderabad,Goa,883.11,86,4,0.94,3155
Pune,Bangalore,1379.19,41,6,0.9,6812
Hyderabad,Bangalore,1344.27,121,2,1.17,3877
Mumbai,Delhi,755.96,44,0,0.68,3337
Bangalore,Mumbai,1236.16,50,2,1.25,5866
Pune,Goa,408.69,0,5,1.2,3614
Goa,Chennai,952.28,2,5,0.85,6063
Delhi,Goa,452.83,55,1,1.01,2053
Pune,Kolkata,1107.01,15,6,1.24,8639
Pune,Mumbai,1663.82,0,6,0.88,12105
Goa,Kolkata,766.45,24,3,0.75,2051
Goa,Delhi,1287.56,18,0,0.75,6301
Delhi,Kolkata,1681.59,34,5,0.73,5651
Hyderabad,Mumbai,1238.79,26,1,0.75,5642
Pune,Chennai,265.45,27,1,1.08,2000
Goa,Hyderabad,2339.2,13,6,1.24,19302
Bangalore,Kolkata,241.14,114,4,1.21,2000
Hyderabad,Delhi,2834.09,45,2,0.91,11191
Delhi,Kolkata,1562.64,10,0,0.95,9541
Kolkata,Chennai,1885.94,45,0,0.65,6432
Bangalore,Chennai,457.33,37,3,1.2,2000
Bangalore,Delhi,594.56,85,2,0.92,2000
Mumbai,Pune,2179.97,163,2,0.97,6340
Bangalore,Mumbai,2505.26,12,2,0.74,10367
Mumbai,Chennai,1418.33,21,0,1.06,8000
Hyderabad,Chennai,2525.41,37,0,1.06,14937
Goa,Delhi,2790.95,68,3,0.99,9837
Bangalore,Delhi,2516.39,9,6,0.88,15065
Bangalore,Hyderabad,1910.87,65,6,0.99,9386
Pune,Kolkata,2025.46,73,4,1.13,10148
Pune,Delhi,452.25,151,0,0.64,2876
Hyderabad,Mumbai,1548.12,1,2,1.27,11442
Mumbai,Delhi,525.27,13,0,0.7,2000
Delhi,Pune,2039.42,11,3,1.36,14482
Hyderabad,Delhi,2851.61,59,3,1.25,14863
Chennai,Mumbai,291.92,2,3,0.75,2000
Mumbai,Kolkata,917.99,36,5,1.2,5570
Kolkata,Hyderabad,2191.85,36,1,1.04,9746
Pune,Chennai,1860.67,25,6,1.11,10900
Kolkata,Bangalore,2878.34,43,3,1.04,11756
Bangalore,Kolkata,766.12,11,4,1.37,6737
Delhi,Mumbai,921.89,1,2,1.05,4421
Goa,Delhi,2116.89,2,2,1.09,16029
Hyderabad,Chennai,916.89,43,6,1.02,7283
Bangalore,Kolkata,1683.83,15,2,1.21,9761
Goa,Chennai,742.52,23,5,1.42,4698
Chennai,Hyderabad,1050.19,5,6,1.06,11625
Kolkata,Chennai,2762.01,23,2,0.89,10894
Pune,Bangalore,2173.13,15,3,0.86,8445
Hyderabad,Chennai,646.48,24,5,1.12,2060
Hyderabad,Pune,1108.75,1,5,0.9,5196
Delhi,Bangalore,479.24,2,0,0.77,3390
Goa,Mumbai,1882.88,34,1,0.92,8531
Pune,Hyderabad,1289.38,34,1,1.02,6109
Hyderabad,Delhi,1082.36,75,2,0.97,3219
Bangalore,Mumbai,2700.31,32,1,0.84,10538
Hyderabad,Pune,2893.54,0,6,0.68,17506
Mumbai,Delhi,1094.62,12,6,0.98,6617
Hyderabad,Pune,2033.09,34,2,0.61,5795
Hyderabad,Mumbai,1426.57,1,6,0.66,8026
Chennai,Pune,561.58,27,0,1.28,3382
Hyderabad,Goa,278.54,7,6,1.03,2000
Goa,Bangalore,2880.7,29,2,1.0,11512
Delhi,Mumbai,976.82,4,0,1.15,8746
Kolkata,Mumbai,401.62,10,4,1.42,2000
Hyderabad,Kolkata,1926.48,5,4,0.79,11580
Chennai,Bangalore,2120.87,12,0,0.95,13893
Mumbai,Kolkata,2898.51,25,4,1.04,13581
Goa,Pune,1732.99,2,3,0.95,8886
Mumbai,Pune,2147.27,8,3,0.69,7191
Bangalore,Goa,2691.34,7,1,0.85,12000
Hyderabad,Pune,830.08,0,3,0.67,3814
Bangalore,Chennai,1118.66,7,5,0.98,6042
Pune,Delhi,2959.03,11,1,1.1,17198
Delhi,Kolkata,1704.27,6,0,0.8,10445
Bangalore,Delhi,2409.98,11,6,1.03,16854
Mumbai,Hyderabad,311.53,67,3,1.03,2000
Chennai,Mumbai,1984.18,95,4,1.2,8489
Chennai,Mumbai,624.11,69,0,0.84,3228
Bangalore,Hyderabad,2797.05,9,5,0.72,13221
Pune,Bangalore,2311.86,165,4,1.06,8161
Hyderabad,Pune,1783.66,6,1,0.78,8648
Goa,Bangalore,668.96,1,6,1.02,7246
Bangalore,Pune,223.72,35,3,0.83,2000
Delhi,Chennai,1493.44,18,0,0.96,9189
Pune,Mumbai,454.34,12,1,1.05,4226
Mumbai,Bangalore,729.33,36,1,1.29,5271
Bangalore,Mumbai,1187.2,72,6,1.19,7674
Pune,Hyderabad,211.97,13,0,0.69,2000
Goa,Delhi,1699.49,12,4,1.23,11941
Hyderabad,Kolkata,2298.95,35,3,1.15,12038
Goa,Kolkata,1646.94,37,6,1.18,10888
Chennai,Kolkata,1697.94,49,4,1.05,7733
Goa,Kolkata,2839.29,21,4,0.88,11322
Kolkata,Bangalore,2892.05,11,0,0.64,9752
Bangalore,Delhi,2222.67,19,0,1.24,19025
Kolkata,Hyderabad,556.89,78,1,1.32,4624
Mumbai,Chennai,448.31,9,2,0.82,2000
Delhi,Mumbai,1380.09,92,2,0.72,2686
Mumbai,Goa,554.29,29,0,1.2,4760
Mumbai,Chennai,2823.89,35,1,1.06,13047
Pune,Chennai,1205.69,79,5,1.11,4593
Chennai,Mumbai,2715.83,42,4,1.15,14556
Mumbai,Kolkata,909.7,6,5,1.07,6537
Chennai,Pune,1431.92,18,3,1.07,7189
Chennai,Delhi,2350.13,34,5,1.14,13205
Goa,Hyderabad,2673.69,34,5,1.15,14214
Mumbai,Pune,2845.69,26,4,1.1,16440
Mumbai,Chennai,894.24,100,4,1.03,3188
Goa,Chennai,654.17,25,6,1.32,3120
Goa,Chennai,239.18,1,3,0.82,2000
Goa,Pune,2915.19,14,6,1.04,20264
Chennai,Goa,1303.2,4,4,0.8,6961
Hyderabad,Mumbai,1048.95,10,6,1.04,6537
Mumbai,Kolkata,2902.87,14,1,0.89,12701
Chennai,Goa,829.22,16,0,0.91,6383
Bangalore,Kolkata,731.36,56,3,1.27,5310
Delhi,Mumbai,1027.45,4,1,1.07,5978
Hyderabad,Goa,1753.45,11,5,1.18,12400
Mumbai,Hyderabad,2257.87,89,4,1.26,10456
Goa,Delhi,1990.52,38,6,0.93,8991
Goa,Bangalore,817.69,24,6,1.01,5181
Kolkata,Chennai,2927.5,6,2,0.9,15181
Chennai,Delhi,887.46,89,6,1.3,5847
Delhi,Mumbai,2177.94,13,5,0.8,9224
Hyderabad,Goa,947.81,59,6,0.94,2807
Kolkata,Chennai,1126.31,18,4,0.92,4044
Kolkata,Goa,2361.85,69,5,0.93,8975
Chennai,Kolkata,1238.01,19,6,0.97,9086
Goa,Pune,378.03,7,2,1.09,2448
Kolkata,Bangalore,261.95,35,0,0.59,2000
Kolkata,Hyderabad,445.11,12,6,0.91,3063
Hyderabad,Kolkata,1267.6,10,3,1.16,8928
Chennai,Mumbai,1468.96,118,1,1.02,7460
Delhi,Chennai,708.46,3,6,0.84,8418
Kolkata,Goa,1724.49,6,6,1.38,18648
Delhi,Chennai,2374.9,65,1,0.99,8661
Goa,Delhi,2041.8,18,0,1.29,17413
Mumbai,Delhi,1695.64,34,0,0.75,7187
Hyderabad,Delhi,597.85,3,2,0.97,2444
Kolkata,Bangalore,637.97,13,5,0.92,5262
Goa,Kolkata,2433.03,9,6,0.82,11563
Pune,Mumbai,514.8,6,1,1.32,2885
Mumbai,Goa,1681.3,47,5,1.06,7378
Pune,Chennai,1468.31,25,3,0.92,4541
Chennai,Kolkata,209.53,9,0,0.96,2000
Hyderabad,Pune,627.0,17,4,1.42,5690
Hyderabad,Bangalore,2017.42,32,0,1.44,16851
Pune,Goa,2110.77,39,0,0.94,11979
Chennai,Mumbai,1391.18,27,1,1.3,7829
Delhi,Pune,2771.72,43,4,1.11,12400
Pune,Delhi,2743.61,6,1,0.87,16751
Bangalore,Hyderabad,2371.58,5,5,1.28,20732
Pune,Goa,889.17,4,2,1.18,6179
Chennai,Delhi,615.4,4,5,1.03,3207
Chennai,Hyderabad,1889.49,5,2,0.85,10613
Chennai,Pune,1191.31,4,3,0.79,6245
Mumbai,Kolkata,1311.87,71,4,1.06,5273
Bangalore,Kolkata,1899.98,46,0,1.03,9202
Chennai,Kolkata,308.01,0,0,1.05,3110
Chennai,Hyderabad,2097.76,29,1,0.86,5641
Pune,Hyderabad,2422.52,29,5,1.02,9887
Kolkata,Pune,1327.1,6,3,1.0,7532
Chennai,Delhi,2950.03,121,1,1.43,15473
Mumbai,Goa,497.17,28,2,1.18,2359
Bangalore,Goa,2483.92,140,5,1.08,9778
Hyderabad,Chennai,360.05,6,4,1.18,2827
Hyderabad,Goa,338.07,14,6,1.28,2000
Pune,Goa,2436.47,2,5,1.05,17491
Goa,Hyderabad,2420.35,9,6,1.02,17813
Hyderabad,Delhi,2598.96,89,6,1.19,15678
Bangalore,Mumbai,2687.74,2,6,0.85,19944
Mumbai,Hyderabad,2396.73,32,1,0.71,6970
Hyderabad,Chennai,377.12,39,6,0.81,2000
Kolkata,Hyderabad,403.62,5,5,0.9,2000
Goa,Hyderabad,949.47,2,6,1.16,8844
Goa,Bangalore,247.34,81,0,0.83,2000
Chennai,Hyderabad,1098.91,23,2,1.02,4208
Mumbai,Pune,583.85,8,3,1.29,3441
Delhi,Hyderabad,2627.26,20,1,0.99,13615
Kolkata,Mumbai,2834.24,25,6,0.91,12382
Goa,Chennai,1689.54,31,3,1.48,10691
Pune,Delhi,407.74,16,3,1.04,3837
Bangalore,Delhi,1425.98,14,6,1.5,14886
Pune,Hyderabad,1725.15,13,6,0.91,10078
Kolkata,Delhi,522.81,2,6,0.87,4417
Mumbai,Hyderabad,2081.92,46,5,0.93,9340
Bangalore,Mumbai,643.91,26,2,1.19,2000
Pune,Goa,1258.78,149,4,0.77,2325
Kolkata,Chennai,219.29,1,1,0.77,2000
Goa,Bangalore,1065.72,32,3,0.83,3601
Pune,Kolkata,1460.39,11,0,0.88,8999
Hyderabad,Chennai,2133.75,1,6,0.98,17832
Chennai,Bangalore,1081.26,7,1,1.32,8091
Kolkata,Hyderabad,1394.55,6,3,0.91,7883
Hyderabad,Delhi,1794.07,14,2,1.08,10898
Pune,Hyderabad,222.28,13,0,1.06,2094
Goa,Hyderabad,777.84,10,0,1.17,5044
Hyderabad,Kolkata,1301.72,76,3,0.92,3492
Hyderabad,Pune,932.83,69,2,0.99,2322
Kolkata,Pune,404.38,68,4,1.19,2737
Chennai,Pune,1900.89,53,6,0.99,11898
Kolkata,Delhi,1809.78,9,3,0.98,9837
Bangalore,Delhi,828.68,26,4,0.76,3490
Pune,Hyderabad,2818.5,133,5,1.12,10767
Kolkata,Mumbai,897.7,3,0,1.34,10125
Pune,Delhi,371.37,5,6,0.94,2985
Hyderabad,Bangalore,2717.87,21,1,0.93,12905
Goa,Bangalore,1142.7,48,1,1.07,5101
Chennai,Mumbai,320.15,9,3,1.11,2000
Delhi,Bangalore,2225.9,7,0,1.05,15281
Hyderabad,Mumbai,581.81,3,5,1.12,3718
Goa,Pune,1197.47,36,3,1.1,6564
Pune,Mumbai,1755.06,16,6,1.23,15192
Chennai,Mumbai,931.06,13,2,1.12,6499
Goa,Chennai,819.6,2,4,0.94,5102
Chennai,Bangalore,2692.7,6,3,1.16,20222
Bangalore,Mumbai,2602.33,6,3,0.96,15934
Chennai,Goa,501.79,10,5,0.75,2433
Goa,Pune,2500.35,53,0,0.59,7605
Hyderabad,Goa,2181.97,4,6,0.94,18948
Mumbai,Bangalore,2681.14,31,5,0.88,9631
Kolkata,Mumbai,1504.29,6,0,0.88,12987
Mumbai,Bangalore,839.47,47,6,0.96,4764
Bangalore,Pune,1765.44,86,3,0.9,5870
Hyderabad,Goa,2641.99,76,1,1.03,10917
Bangalore,Hyderabad,2420.98,0,0,1.13,23840
Delhi,Bangalore,772.35,0,0,1.03,7463
Pune,Chennai,389.62,35,5,1.28,2000
Hyderabad,Pune,229.98,58,1,1.04,2000
Hyderabad,Pune,2478.73,8,5,1.15,15674
Hyderabad,Delhi,356.94,85,1,1.28,2000
Kolkata,Pune,1565.38,8,1,0.94,10163
Bangalore,Mumbai,555.76,10,0,1.34,4436
Mumbai,Delhi,1471.81,5,1,0.94,8885
Mumbai,Chennai,363.77,50,5,0.68,2088
Pune,Hyderabad,2373.33,3,3,0.81,10484
Hyderabad,Pune,929.26,3,6,1.23,7608
Bangalore,Chennai,340.13,13,4,1.06,3956
Pune,Delhi,2408.14,18,1,0.78,11859
Delhi,Bangalore,635.55,27,6,1.34,4312
Hyderabad,Chennai,1303.77,22,5,0.99,6997
Bangalore,Delhi,1559.31,29,3,0.57,2542
Bangalore,Mumbai,563.97,2,0,1.16,6273
Mumbai,Bangalore,2151.29,121,4,0.61,6147
Mumbai,Goa,2765.73,111,0,0.94,12520
Pune,Bangalore,2142.04,47,1,0.85,7654
Kolkata,Goa,1193.89,27,5,1.26,5651
Pune,Mumbai,683.46,4,3,1.31,4880
Chennai,Delhi,1761.16,6,0,0.89,13860
Bangalore,Mumbai,1251.91,14,2,0.94,5006
Goa,Pune,2882.72,71,5,0.97,9166
Chennai,Delhi,2933.25,10,3,1.27,16784
Kolkata,Hyderabad,2553.73,20,4,0.84,11152
Kolkata,Chennai,258.27,5,6,0.79,2799
Hyderabad,Mumbai,1913.82,62,1,1.05,6627
Kolkata,Hyderabad,2165.57,6,3,0.91,11459
Hyderabad,Chennai,852.88,6,3,0.65,3655
Bangalore,Chennai,1788.27,0,0,1.14,16591
Delhi,Bangalore,2466.66,4,5,0.78,14166
Bangalore,Delhi,1859.08,3,2,1.44,15119
Goa,Delhi,317.72,26,2,1.01,2000
Goa,Delhi,1420.5,18,5,1.11,7183
Bangalore,Pune,1942.78,10,6,1.06,13816
Goa,Mumbai,1138.63,9,4,1.29,8183
Hyderabad,Mumbai,744.69,38,1,0.81,2000
Mumbai,Delhi,963.31,22,6,1.06,7686
Delhi,Pune,1998.63,5,1,1.31,18723
Delhi,Chennai,2297.71,21,0,0.94,10943
Goa,Kolkata,1368.04,20,3,0.99,6706
Delhi,Hyderabad,1114.81,24,0,0.54,5305
Bangalore,Pune,2543.1,0,6,0.8,18005
Pune,Chennai,1987.19,19,6,0.93,13295
Goa,Hyderabad,1324.83,87,3,1.0,2833
Delhi,Hyderabad,1418.96,4,2,0.95,7781
Bangalore,Goa,2804.45,49,1,1.11,14297
Kolkata,Goa,379.1,10,4,1.0,2746
Delhi,Chennai,2251.67,83,4,1.04,7421
Delhi,Mumbai,1518.97,28,1,1.09,6542
Kolkata,Hyderabad,2133.83,3,1,0.87,12474
Mumbai,Delhi,814.15,16,3,1.3,5344
Bangalore,Goa,205.97,0,1,1.0,2000
Chennai,Hyderabad,1308.88,61,0,0.97,6348
Bangalore,Chennai,883.96,22,1,0.99,3919
Hyderabad,Kolkata,2129.51,77,6,1.05,10122
Mumbai,Delhi,1463.09,22,3,1.11,7526
Goa,Delhi,2601.82,5,4,1.14,19991
Goa,Hyderabad,2410.89,96,1,1.08,9019
Delhi,Hyderabad,1141.42,3,5,1.43,10515
Goa,Delhi,1313.42,3,3,0.51,3235
Delhi,Mumbai,2924.81,6,5,0.88,17352
Chennai,Goa,1904.57,3,4,1.19,13982
Chennai,Bangalore,2713.59,18,4,0.99,14149
Pune,Bangalore,2183.09,43,5,1.49,14944
Pune,Chennai,1279.8,31,3,1.01,3633
Bangalore,Mumbai,1977.45,81,4,1.24,10239
Kolkata,Delhi,2356.91,29,3,0.61,4267
Delhi,Kolkata,2771.02,35,2,1.2,13271
Chennai,Hyderabad,2139.78,12,3,1.13,13102
Bangalore,Goa,1294.21,13,6,0.84,7921
Bangalore,Hyderabad,2635.66,25,0,1.14,17734
Kolkata,Hyderabad,1620.24,25,1,0.92,7300
Kolkata,Goa,1418.43,30,6,0.84,6990
Bangalore,Hyderabad,2612.63,0,2,0.92,14204
Goa,Chennai,1852.74,174,0,1.02,7734
Goa,Chennai,260.46,0,6,0.86,2000
Pune,Bangalore,1765.62,34,6,0.82,7704
Delhi,Hyderabad,741.92,28,4,1.06,3138
Pune,Delhi,1009.13,18,5,0.89,5690
Delhi,Kolkata,1020.31,26,0,0.98,6492
Bangalore,Goa,1992.03,49,0,0.94,11075
Mumbai,Bangalore,1315.72,97,0,0.87,5973
Mumbai,Delhi,2551.63,5,4,1.09,17958
Delhi,Pune,820.03,24,4,0.88,2959
Mumbai,Chennai,1550.91,32,4,0.74,4726
Pune,Bangalore,2533.54,40,0,0.8,11060
Chennai,Mumbai,618.26,96,6,0.98,3013
Mumbai,Bangalore,328.59,12,3,1.01,2000
Hyderabad,Goa,769.26,72,2,0.93,2757
Kolkata,Pune,1782.93,52,4,0.78,4422
Kolkata,Chennai,1456.71,1,6,0.68,8560
Mumbai,Goa,531.28,19,3,1.26,2003
Mumbai,Delhi,1966.87,6,2,1.08,12575
Chennai,Bangalore,2773.02,10,2,1.18,16892
Mumbai,Kolkata,1555.05,32,3,0.57,2761
Hyderabad,Delhi,1042.47,1,1,1.02,6673
Hyderabad,Bangalore,1911.59,17,3,1.3,13837
Bangalore,Delhi,2829.03,5,4,1.15,21997
Kolkata,Chennai,2420.76,8,2,0.8,9534
Kolkata,Goa,2399.31,13,1,0.86,10616
Delhi,Pune,2507.45,7,1,0.91,13392
